date,us,indonesia,philippines,malaysia,thailand,vix_index
15/03/2019,-4.2,-5.2,-2.3,-1.2,1.5,12.88
18/03/2019,1.6,-5.1,-4.8,-0.8,-1,13.1
19/03/2019,0.8,-0.1,0,-0.73,2.1,13.56
20/03/2019,-8.6,-1.7,-9.8,-0.73,-5.1,13.91
21/03/2019,1.2,-12.7,-11.5,-0.73,-5.7,13.63
22/03/2019,-9.8,2.4,0,0,-2.2,16.48
25/03/2019,-4.1,3.7,1.9,-2.5,-1.3,16.33
26/03/2019,2.4,-3.1,-1.4,3.7,-1.2,14.68
27/03/2019,-5.6,1.4,-1.5,-3.5,-2.1,15.15
28/03/2019,2.8,3.7,-17.2,-2.9,2.4,14.43
29/03/2019,1,-3.5,-18.2,1.7,3.9,13.71
01/04/2019,9.6,-1.8,10.6,0.6,3.7,13.4
02/04/2019,-2.7,0.9,10.2,1.8,-1.7,13.36
04/04/2019,4.1,-2.8,7.9,-3.6,-2.8,13.58
05/04/2019,-2,-2.1,-5.4,0,0.4,12.82
08/04/2019,2.7,6.9,0,2.4,0.2,13.18
09/04/2019,-2.1,1.1,18.2,0.6,0.2,14.28
10/04/2019,-3.5,2.5,0,-0.9,-0.8,13.3
11/04/2019,3.1,0.3,-1.3,-0.3,0,13.02
12/04/2019,6.8,0.9,0,0.3,1.5,12.01
15/04/2019,-1.1,-2.4,0,0.2,1.27,12.32
16/04/2019,3.6,-4.5,9.3,3.6,1.27,12.18
17/04/2019,0.4,0,1.8,5.9,1.27,12.6
18/04/2019,-3.4,-3.3,-2.1,7.1,-1.9,12.09
22/04/2019,2.8,3.5,2.3,-3.6,0.6,12.42
23/04/2019,-2.3,4.1,0,-4.5,1.1,12.28
24/04/2019,-4.7,2.6,0,-2.6,-1.5,13.14
25/04/2019,1.4,8.5,-6.9,-5.3,-0.4,13.25
26/04/2019,-3.4,0.4,-7.4,-1.8,-0.9,12.73
29/04/2019,2.8,0,3.1,1.4,-0.5,13.11
30/04/2019,-2.4,5.1,0,1,-0.3,13.12
02/05/2019,3.9,4.4,-7.5,1.7,0.8,14.42
03/05/2019,-1.6,1.2,-10.7,-0.4,0,12.87
06/05/2019,-5.5,7.4,-2.4,-1.1,-0.7,15.44
07/05/2019,-1.3,1.6,0,-3.2,-0.7,19.32
08/05/2019,2.6,5,2.7,2.4,-0.7,19.4
09/05/2019,-4,3.3,0,1.2,0.6,19.1
10/05/2019,2.4,-6.5,-5,0.5,0,16.04
13/05/2019,-6.6,4.5,0,-3.5,0,20.55
14/05/2019,0.9,0.9,0,2.95,0,18.06
15/05/2019,-3.7,-1.7,0.1,2.95,-0.9,16.44
16/05/2019,2.1,-2.1,0,-1.8,0.5,15.29
17/05/2019,-0.3,4.8,-1.5,0.5,0.6,15.96
20/05/2019,2.5,3,4,0.05,0.3,16.31
21/05/2019,1,-1.3,1.8,0.05,0.3,14.95
22/05/2019,-4.4,1.5,-0.9,0.9,-0.9,14.75
23/05/2019,-6.4,-10.3,0,0.9,-2.3,16.92
24/05/2019,0.2,-6.2,-8.6,-2.3,-2,15.85
27/05/2019,0,-0.3,0,0.05,1.3,15.85
28/05/2019,-5.4,4.8,-2.2,0.05,-0.3,17.5
29/05/2019,-0.4,7.2,-3.8,-0.3,-2.2,17.9
31/05/2019,-13.8,-8,-3.6,-2.9,-1.7,18.71
10/06/2019,2.5,-22.4,-39.8,-7.1,-14.8,15.94
11/06/2019,-0.6,-1,-18.9,1.2,1.1,15.99
12/06/2019,-2.3,-0.8,12.7,1.2,-4.5,15.91
13/06/2019,-2.5,-2.4,0,0,-4.4,15.82
14/06/2019,-1.5,-1.2,4.9,-1.8,-4.1,15.28
17/06/2019,1.4,-0.3,3.9,-0.1,3.9,15.35
18/06/2019,-3.5,-1.5,5.8,-1.1,1.2,15.15
19/06/2019,-3.6,-11.4,-11,-0.6,0.8,14.33
20/06/2019,0.5,-13.9,-13.7,-5.3,-4.7,14.75
21/06/2019,2.7,3.6,7.3,1.2,4.1,15.4
24/06/2019,-4.1,2.7,-3.5,2.3,-0.5,15.26
25/06/2019,-2.9,-5.4,-10.4,-2.9,-3,16.28
26/06/2019,6.2,1.1,0,0,-0.5,16.21
27/06/2019,-3.3,-2.3,8.4,0,2.6,15.82
28/06/2019,-0.9,-4,-0.1,-1.5,-1.8,15.08
01/07/2019,2,0.4,-1.7,0.7,-1.7,14.06
02/07/2019,-5.1,-2.1,6.1,-0.5,-7.7,12.93
03/07/2019,-2.4,-6.3,-10.3,-1.2,-4.2,12.57
04/07/2019,0,-3.5,0,-0.5,-1.6,12.57
05/07/2019,8.4,-2.5,-1.2,0,1.2,13.28
08/07/2019,1.3,2,2.6,1.1,-0.6,13.96
09/07/2019,1.8,2.3,6.5,0.6,-0.1,14.09
10/07/2019,-0.4,6.7,0.5,0.1,0.9,13.03
11/07/2019,7.7,-11.5,-8.5,-1.6,-3.7,12.93
12/07/2019,-1.6,-1.8,0,-0.6,4.5,12.39
15/07/2019,-3.3,-9.8,-0.1,-0.3,-1.9,12.68
16/07/2019,1.3,-0.4,-10.4,0.9,0.1,12.86
17/07/2019,-5.7,3.6,0,0.6,0.1,13.97
18/07/2019,-2.1,0.1,0.5,-1.2,-1.2,13.53
19/07/2019,3.1,0.4,-1.2,-0.9,-4.8,14.45
22/07/2019,-0.9,5.8,-2.7,0.3,3.2,13.53
23/07/2019,3.5,6.7,0,0.1,1,12.61
24/07/2019,-3.7,-0.9,-4.8,-2.1,-1.4,12.07
25/07/2019,3.7,-6.9,-16.1,1,-4.6,12.74
26/07/2019,-1.1,2.4,0,-0.8,0,12.16
29/07/2019,-0.5,7.1,5.9,-0.8,-1.75,12.83
30/07/2019,-0.7,5.1,0.8,-0.45,-1.75,13.94
31/07/2019,-4.4,4,-2,-0.45,-1.7,16.12
01/08/2019,-12.1,13.6,-6.5,3.4,-0.6,17.87
02/08/2019,-4.7,5.2,-11.9,-3.2,-7.4,17.61
05/08/2019,-13.8,11.8,0,-1.2,-8.5,24.59
06/08/2019,-0.5,-3.4,-4.1,0.5,0.8,20.17
07/08/2019,3.1,-16,8.6,-6.9,-11.4,19.49
08/08/2019,-1.7,-14.9,-6.6,-3,-10.9,16.91
09/08/2019,2.8,-2.6,-18.7,-3.5,4.3,17.97
12/08/2019,-10,6.7,0,0.4,-0.95,21.09
13/08/2019,5.9,15.2,0,0.4,-0.95,17.52
14/08/2019,-12.5,-7.8,-6.2,-2,-1.7,22.1
15/08/2019,-5.1,2.6,6.5,-16.2,-5.6,21.18
16/08/2019,2.6,-7.1,0.8,-7.3,1.7,18.47
19/08/2019,5.2,-9.4,7,7.9,7.1,16.88
20/08/2019,-5.1,3,0,10.9,3.1,17.5
22/08/2019,5.9,-9.5,1.6,-1.2,0,16.68
23/08/2019,-7.9,-0.2,-1.1,1.9,0,19.87
26/08/2019,0,3.8,3.7,-3.4,-7.1,19.32
27/08/2019,-6.3,1,0,-3.4,-1.5,20.31
28/08/2019,0.8,4.3,0,-1.8,-1.1,19.35
29/08/2019,1.5,3,-3.5,-0.4,-0.6,17.88
30/08/2019,0.2,-3.6,-5.5,2.5,1.9,18.98
02/09/2019,0,-0.6,4.5,-1.55,-0.6,18.98
03/09/2019,-4,1.8,6.1,-1.55,0.7,19.66
04/09/2019,0.9,-0.4,0,0,0.3,17.33
05/09/2019,9.2,-0.8,1.5,0.5,2.7,16.27
06/09/2019,0.2,-1.3,0,3.5,6.1,15
09/09/2019,8.4,-5.2,-0.1,3.75,9.5,15.27
10/09/2019,8.7,-0.8,9.5,3.75,0.9,15.2
11/09/2019,0.8,1.6,10.6,-6.4,-3.9,14.61
12/09/2019,3.2,-2,15.8,-3.5,-0.9,14.22
13/09/2019,12.6,-6.3,-1.2,2.2,0.2,13.74
16/09/2019,-5,7.4,-2.9,1.15,-3.2,14.67
17/09/2019,-4.5,-0.1,0,1.15,-1.8,14.44
18/09/2019,-0.5,-2.4,-9,0.1,-2.8,13.95
19/09/2019,-1.2,-0.7,0,7.9,0.5,14.05
20/09/2019,-6.3,1,8.1,-0.8,-1.2,15.32
23/09/2019,0.5,1.6,0.9,5.7,-3.8,14.91
24/09/2019,-8.2,4.7,-2.3,2.6,1.1,17.05
25/09/2019,9.2,0.7,-3.7,-7.2,0.2,15.96
26/09/2019,-4.4,-0.2,1,-2.5,-0.4,16.07
27/09/2019,-1.1,-0.7,-2.4,-2.3,1.1,17.22
30/09/2019,-1.7,-1.8,-5.4,-6.5,-2.5,16.24
01/10/2019,-2.9,0.4,0,-5.2,1.9,18.56
02/10/2019,-3.7,-1.2,-3,2.3,-1.9,20.56
03/10/2019,-6.5,-2.1,-2.5,-3,-1.5,19.12
04/10/2019,-0.5,-2.5,0,1.8,-1.8,17.04
07/10/2019,3,1,-4,14,0.5,17.86
08/10/2019,-3,1.6,0,-2.4,0.7,20.28
09/10/2019,5.5,1.7,3.7,0.3,2.1,18.64
10/10/2019,8.5,-0.6,4.2,0.4,0.9,17.57
11/10/2019,6.1,-2.5,0.3,1.6,2.3,15.58
14/10/2019,0,-1.5,2.5,0.4,0.6,14.57
15/10/2019,4.2,-1.8,-0.5,-0.7,0.6,13.54
16/10/2019,-3.3,-2.3,-4.8,-0.2,0.4,13.68
17/10/2019,1.3,-4.5,-3.8,-0.3,4.3,13.79
18/10/2019,0.2,-0.3,-2.2,1,-1.9,14.25
21/10/2019,4.6,-2.4,-2.6,-0.3,0.7,14
22/10/2019,-3.9,-1.7,0,1.1,-1,14.46
23/10/2019,0.3,-2.7,11.1,-0.6,-0.9,14.01
24/10/2019,0.2,0.7,-5.3,1.8,-0.9,13.71
25/10/2019,2.9,0.6,0.6,2.4,-1.8,12.65
28/10/2019,4.7,-5,-4.9,-0.9,3.4,13.11
29/10/2019,-0.4,0.4,0,-0.9,2.3,13.2
30/10/2019,-6.7,-2.1,-4.3,1.8,-0.3,12.33
31/10/2019,-8,-1.3,1,-4.8,-2.3,13.22
01/11/2019,1.9,1.6,2,-2.1,-3.4,12.3
04/11/2019,6.7,-3.9,-5.3,2.7,2.9,12.83
05/11/2019,8.1,-2.9,0.3,2.1,4,13.1
06/11/2019,-3,3.3,3.8,0.8,-0.2,12.62
07/11/2019,8.9,1.2,0,2.1,3.9,12.73
08/11/2019,2.5,-2.7,3.2,-6.3,6.8,12.07
11/11/2019,0,5.3,2,-1.8,0,12.69
12/11/2019,-0.7,1.3,0,5.6,3.1,12.68
13/11/2019,-4.9,2.9,6.1,-0.4,-0.4,13
14/11/2019,-6.7,0.4,0.4,-0.5,0.05,13.05
15/11/2019,1.2,-4.2,0,-0.6,0.05,12.05
18/11/2019,-1.6,-1.3,1.1,-0.5,1.7,12.46
19/11/2019,-3.2,1,-0.2,-0.8,-2.2,12.86
20/11/2019,-3.7,2.8,0.2,0.1,-2.8,12.78
21/11/2019,2.7,2.9,-0.9,-1.1,-0.7,13.13
22/11/2019,-0.3,-2.1,1.9,0.5,2.2,12.34
25/11/2019,-1.5,0.2,0,1.2,-0.1,11.87
26/11/2019,-1.4,1.2,1.8,0.4,-2.6,11.54
27/11/2019,2.5,0.8,0,-0.1,-0.5,11.75
28/11/2019,0,-2.8,-1.4,0.2,-1,11.75
29/11/2019,1,5.2,0,-0.4,-4.1,12.62
02/12/2019,4.3,3.5,-1.5,1,1.5,14.91
03/12/2019,-10.3,1.7,-0.6,0.6,-1.6,15.96
04/12/2019,5.8,0.2,0,0,-3.5,14.8
05/12/2019,3.6,-3.6,-4,-3.1,0.3,14.52
06/12/2019,2.7,-2,0.4,3,0.3,13.62
09/12/2019,-1.8,2,-0.8,-0.6,-0.6,15.86
10/12/2019,2.2,0.6,-0.7,-1.8,-0.6,15.68
11/12/2019,-4.9,3.3,-2.1,2.8,-0.6,14.99
12/12/2019,10,4.6,-5.5,1.4,0.3,13.94
13/12/2019,-7,1.8,0,-1.3,3.6,12.63
16/12/2019,4.9,4.8,-12.9,0,-1.5,12.14
17/12/2019,0.9,6.3,0,-3.1,-1,12.29
18/12/2019,3.7,-3.2,2.7,-2.6,-1.1,12.58
19/12/2019,0.3,-7.2,3.2,-0.5,1.6,12.5
20/12/2019,-0.3,-7.1,-1.2,-0.7,-0.5,12.51
23/12/2019,1.2,-3.2,-1.2,0.3,-1.6,12.61
26/12/2019,-3.5,-3.1,0,-2.7,-8.3,12.65
27/12/2019,-1.8,-1.1,-5.3,-2.7,0.5,13.43
30/12/2019,0.3,0.6,7.8,-1.9,0.2,14.82
31/12/2019,3.9,-3.8,0,-0.8,-1.45,13.78
02/01/2020,-4.1,1.1,-4.3,0.2,-1.45,12.47
03/01/2020,-8.9,1.3,-1,-1.2,-3.4,14.02
06/01/2020,2.1,5.2,-0.5,-1.2,-7,13.85
07/01/2020,0.9,-5.2,5.8,0,1.3,13.79
08/01/2020,5.6,-0.8,23,-3.6,0.9,13.45
09/01/2020,-1.9,-6.4,0.7,4.1,2.8,12.54
10/01/2020,-3.5,-8.9,0,-0.6,-2.1,12.56
13/01/2020,2.6,-5.8,4.8,0.6,2,12.32
14/01/2020,-3.5,-0.4,-5,1.1,0,12.39
15/01/2020,-2.8,1.5,3.9,-1.2,0.5,12.42
16/01/2020,2.4,-2.9,3.9,0.2,1.9,12.32
17/01/2020,1.4,-1.2,0,1,4.6,12.1
20/01/2020,0,-2.7,2.9,-0.6,-0.9,12.1
21/01/2020,-4.7,-5.3,0,0.7,-3.2,12.85
22/01/2020,-0.5,-5.8,3,-12.4,-1,12.91
23/01/2020,-3.7,-2.1,-6.3,-0.3,-2.9,12.98
24/01/2020,-4.8,-5.3,-9,-1.5,-1.9,14.56
27/01/2020,-7.6,9,-11.3,0.45,-3.3,18.23
28/01/2020,4.8,3.3,0,0.45,2.6,16.28
29/01/2020,-7.2,-7.9,0,-1.3,-2,16.39
30/01/2020,0.1,-1.8,3.6,-1.1,-2.1,15.49
31/01/2020,-7.8,2.7,-5,-0.6,-2.7,18.84
03/02/2020,2,2.2,-7.7,-0.5,-2.4,17.97
04/02/2020,7.2,-7.1,0,-0.8,4.5,16.05
05/02/2020,5.2,-2,-2.8,-1.2,-1.8,15.15
06/02/2020,-0.8,-3,-0.8,1.2,-3.5,14.96
07/02/2020,-6,1,0,-2.4,-3.7,15.47
10/02/2020,-1.3,0.9,-3.1,-9.4,0.7,15.04
11/02/2020,3,-0.7,-3.3,-3.5,0.7,15.18
12/02/2020,3.3,-2.2,0,-9.3,3.9,13.74
13/02/2020,-1.6,1,1.9,2.2,-1.7,14.15
14/02/2020,-3.1,0.6,4.4,-1.7,-6.2,13.68
17/02/2020,0,-0.9,0.3,0.5,-4.9,13.68
18/02/2020,-2.5,-5.4,0.7,1.8,-4.7,14.83
19/02/2020,0.6,0.2,-6.2,-0.4,1.3,14.38
20/02/2020,-5.2,-0.1,-0.6,4.9,-1.7,15.56
21/02/2020,-4.4,0.9,-3.3,-4,-1.2,17.08
24/02/2020,-10.1,2.2,-3.3,10.4,-3.8,25.03
25/02/2020,-1.7,0.1,4.2,-11.1,2,27.85
26/02/2020,-1.5,8,-4.6,-4.7,-3.7,27.56
27/02/2020,-7.7,11.3,0.9,-0.3,2.6,39.16
28/02/2020,-11.2,18.9,0,-2.5,0.3,40.11
02/03/2020,1.5,2.4,3.4,-3.7,-0.5,33.42
03/03/2020,-16.4,-16.9,0.4,0.3,2,36.82
04/03/2020,5.3,-25,-16.7,-3.5,-12,31.99
05/03/2020,-14,1.9,1.6,0.8,2.6,39.62
06/03/2020,-15,19.2,0.3,2.2,-3.9,41.94
09/03/2020,-22.1,34.5,-14.7,8.7,-12.4,54.46
10/03/2020,26.2,-13.8,3.7,1.1,10.7,47.3
11/03/2020,6.7,-0.5,7.5,1.8,4.8,53.9
12/03/2020,-6.1,30.5,0,10.4,0.1,75.47
13/03/2020,15.3,6.6,63.3,16.6,34.9,57.83
16/03/2020,-24.3,5.4,0.5,-4.8,-13.9,82.69
17/03/2020,36.1,15.9,0,20.5,7.4,75.91
18/03/2020,11.3,7.7,5.6,-7.4,18.7,76.45
19/03/2020,-5.1,45,6.3,36.9,29.2,72
20/03/2020,-29.6,0.5,0,-25.9,-11,66.04
23/03/2020,-5.9,22.2,53.6,21.5,-8.35,61.59
24/03/2020,6.1,4.2,0,-1.2,-8.35,61.67
26/03/2020,-0.1,-33.1,-46.6,-9.4,-5.7,61
27/03/2020,-17,-14.2,-8.1,-7.5,4.4,65.54
30/03/2020,5,1.8,0.5,-2.3,-5.4,57.08
31/03/2020,-5.9,-0.1,12,-2.4,2.9,53.54
01/04/2020,-8.6,5.4,-6.8,-1.9,7.6,57.06
02/04/2020,1.5,12.2,1.9,5.4,10.7,50.91
03/04/2020,-0.2,5.7,-14.2,-3.6,-14.5,46.8
06/04/2020,7.5,6.6,-6.6,-0.1,-1.9,45.24
07/04/2020,4.2,-8.2,-15.5,3.1,-1.9,46.7
08/04/2020,5.9,1.4,-27,0.6,0.8,43.35
09/04/2020,-5.2,-10.8,4.3,-1.9,-2,41.67
13/04/2020,5.3,-2.6,-19.6,0.8,-3.4,41.17
14/04/2020,-2,-2.6,-0.1,-5.1,-1.2,37.76
15/04/2020,-12.2,-3.3,1.1,-9.8,-0.9,40.84
16/04/2020,-0.4,7.9,-3.4,-16.3,-1.4,40.11
17/04/2020,1.5,-10.3,-22.2,-13.7,0.3,38.15
20/04/2020,-3.6,-12.7,-18.6,1.3,-8.1,43.83
21/04/2020,-3.6,0.7,2.1,-0.1,-6.1,45.41
22/04/2020,5,6.2,8.2,-0.6,-1.8,41.98
23/04/2020,-1.8,-0.4,-5,-0.9,3.9,41.38
24/04/2020,-0.1,7.1,-13.4,-5.1,-2.6,35.93
27/04/2020,5.9,17.6,-17.8,-0.1,1.4,33.29
28/04/2020,-4.7,1.5,-10,3,1.1,33.57
29/04/2020,1.4,-2.8,2.2,-2.3,-1.8,31.23
30/04/2020,1.2,-20.9,3.2,1.7,-5.7,34.15
04/05/2020,-0.4,17.5,-10.5,-4.3,-1.25,35.97
05/05/2020,2.7,3.1,-8,-7.7,-1.25,33.61
06/05/2020,4.1,4.5,4.9,2.2,-3.45,34.12
08/05/2020,-1.9,-2,-1.3,2.6,-3.45,27.98
11/05/2020,2.6,-1.2,6.6,1.15,0.2,27.57
12/05/2020,-4.5,-13.9,0,1.15,1.4,33.04
13/05/2020,-1.3,-6.3,-4.6,2.7,-0.5,35.28
14/05/2020,-3,-1,-6.1,1.8,1.4,32.61
15/05/2020,2.1,-7.8,0.6,-1.3,0.5,31.89
18/05/2020,8.3,-6.3,0,-0.3,0.8,29.3
19/05/2020,-3.7,-8.2,2,0.3,1.3,30.53
20/05/2020,-0.9,-11.3,2,-3.2,-0.5,27.99
22/05/2020,-2.1,0,-6.3,-4.7,-8.4,28.16
26/05/2020,3.8,-23.8,0,1.45,3.4,28.01
27/05/2020,-1.5,5.5,-8,1.45,10.2,27.62
28/05/2020,0.9,1.2,-5,-1.8,2.3,28.59
29/05/2020,-3.9,-3.1,0.7,-1,-2.1,27.51
02/06/2020,3.3,-18.5,11.8,4.4,5,26.84
03/06/2020,6.1,-14.9,0,1,4.7,25.66
04/06/2020,7.8,10.7,1.8,5.6,4.7,25.81
05/06/2020,7.1,2.8,-1.7,5.2,2.3,24.52
08/06/2020,-2,12.2,3.4,5.45,-1.8,25.81
09/06/2020,-5,0.1,-3.7,5.45,-9.3,27.57
10/06/2020,-9.8,-1.9,2,-6.1,-2.7,27.57
11/06/2020,-5.7,-5.2,-2.5,-8.4,0.4,40.79
12/06/2020,3.4,4.3,2.3,-1.1,0.6,36.09
15/06/2020,1.7,1.2,-0.6,0,-1.1,34.4
16/06/2020,3.2,-7.8,6.6,0.7,6.8,33.67
17/06/2020,-1.5,-0.6,-2.5,-0.8,2.6,33.47
18/06/2020,-3,1.8,0,0,-2.2,32.94
19/06/2020,-1.4,1.1,10.7,-3.6,0,35.12
22/06/2020,1.4,1.3,-0.1,0.1,-0.4,31.77
23/06/2020,0.4,-2.5,0,2,-1.5,31.37
24/06/2020,-3.3,-2.6,-2.2,-0.6,-2.8,33.84
25/06/2020,0.6,4.6,-8.3,-2.5,-0.1,32.22
26/06/2020,-4.4,0.1,0,1.3,-2.3,34.73
29/06/2020,-1.8,3.5,-52.8,2.2,-0.4,31.78
30/06/2020,3.3,-1.5,-1.4,-4.2,1.7,30.43
01/07/2020,2,2.6,1.9,-1.8,5.1,28.62
02/07/2020,-0.7,-1.6,0,1.2,0.1,27.68
03/07/2020,0,0.3,-3.9,-4.3,2.7,27.68
06/07/2020,0.8,1,0,-1.9,1.55,27.94
07/07/2020,-3.7,-8.6,3.3,-5.3,1.55,29.43
08/07/2020,2.4,-2,2.9,-5.4,0.1,28.08
09/07/2020,-5.1,-2.8,-7.1,-4.8,-2.2,29.26
10/07/2020,3.2,-2.6,0,0.6,-2.7,27.29
13/07/2020,-2.7,0.3,-6.2,1,2.6,32.19
14/07/2020,0.5,1.3,-2.1,1.9,-0.5,29.52
15/07/2020,0.7,-1.5,-6.6,-1.1,-2.1,27.76
16/07/2020,-1.3,-3.6,6.4,-2.3,-1.9,28
17/07/2020,0.9,2.5,0,-0.3,0,25.68
20/07/2020,-1.5,1.4,0.4,0.5,-0.2,24.46
21/07/2020,-1,-4.1,10.6,-1.2,-0.5,24.84
22/07/2020,-0.3,-8.8,0,-0.9,-1.6,24.32
23/07/2020,-2,-8.2,0.2,-1.6,0.2,26.08
24/07/2020,1.1,1,2.6,0,1.8,25.84
27/07/2020,2.6,-0.9,-2.3,1.2,-0.03,24.74
28/07/2020,-3.6,-2.8,0,-1.4,-0.03,25.44
29/07/2020,-0.4,-0.2,3.4,-2.3,-0.03,24.1
30/07/2020,-2.8,-1.5,0,-2.4,-0.6,24.76
03/08/2020,0.8,2.9,-6.4,-5.7,-2.6,24.28
04/08/2020,-4.8,-0.8,0,-4,-0.9,23.76
05/08/2020,4.1,-3.7,0,-5.6,-0.7,22.99
06/08/2020,-1.2,-1.6,-5.9,-0.5,1.8,22.65
07/08/2020,2.8,1.2,-3.9,5.7,2.1,22.21
10/08/2020,1.2,-0.1,-0.9,10.9,3.9,22.13
11/08/2020,6.5,-1.5,9.2,-7,4.3,24.03
12/08/2020,3.4,-2.9,-1.5,1.1,-0.55,22.28
13/08/2020,4.6,1.9,0,-1.2,-0.55,22.13
14/08/2020,-1.2,-0.1,-5,-0.1,0.7,22.05
18/08/2020,-4,-3.7,-11.7,-0.6,-1.7,21.51
19/08/2020,1.2,-2.3,2,1.6,0.8,22.54
21/08/2020,-5.2,0,2.5,0.5,0.7,22.54
24/08/2020,2.5,-0.7,3.3,1.2,0.9,22.37
25/08/2020,2.9,-0.6,2.5,-0.6,0.9,22.03
26/08/2020,0.5,8,6.1,5.8,3.4,23.27
27/08/2020,6.4,2.5,2.1,-1.3,2.2,24.47
28/08/2020,-2.9,9.1,0.2,6.5,5.4,22.96
31/08/2020,-1.8,-2.3,1.5,-2.4,-0.9,26.41
01/09/2020,-3.6,-1.2,11.6,-2.4,0.8,26.12
02/09/2020,-2.1,7.8,0,-1.8,0,26.57
03/09/2020,-1.3,0.8,5.3,1.1,-0.8,33.6
04/09/2020,8.3,-2.7,-2.4,-0.6,0.03,30.75
07/09/2020,0,-2.1,-2,0.5,0.03,30.75
08/09/2020,-3.9,-2.9,2.2,1.8,0.03,31.46
09/09/2020,2.2,1.1,0,-1,-2,28.81
10/09/2020,-2.4,8.5,2.9,3.6,-1.5,29.71
11/09/2020,-1.1,-0.8,0,1.2,-4.3,26.87
14/09/2020,0.7,-3.1,-0.8,-0.9,-5.8,25.85
15/09/2020,0.7,-2.3,1.1,1.1,1.3,25.59
16/09/2020,1.8,1.8,-4.6,2.9,0.4,26.04
17/09/2020,-0.9,0.5,0,2.9,3.1,26.46
18/09/2020,0.5,-3.1,-3.3,-1.2,-2.1,25.83
21/09/2020,-2.8,-1.8,27.5,0.5,-1.6,27.78
22/09/2020,0.5,2.1,0,-1.1,2,26.86
23/09/2020,0.1,-0.9,2.3,3.2,-0.4,28.58
24/09/2020,-0.5,2,-13,2.6,1.3,28.51
25/09/2020,-1.2,0.8,0,0.6,-0.3,26.38
28/09/2020,-0.2,-1,3.7,-1.3,0.2,26.19
29/09/2020,-0.4,3.6,2.5,-0.8,0.5,26.27
30/09/2020,3.5,1.1,-5,-3.5,-0.2,26.37
01/10/2020,-0.6,-3.5,-11.6,1.8,0.5,26.7
02/10/2020,2.3,-0.5,0,-7.3,-1.5,27.63
05/10/2020,8.1,-0.6,-11,3.9,1.1,27.96
06/10/2020,-4.7,-1.7,0,-0.8,0.9,29.48
07/10/2020,5.2,1.4,6.3,-1.4,0,28.06
08/10/2020,-0.2,0.2,-2.6,-0.1,-0.4,26.36
09/10/2020,-1,-0.2,2.1,0.6,0.1,25
12/10/2020,0,-1.3,0,2.4,0.8,25.07
13/10/2020,-4.8,-1.5,1.2,0,-0.45,26.07
14/10/2020,-0.2,-3.3,0,-2.8,-0.45,26.4
15/10/2020,0.7,-8.7,1.5,-5.3,0.3,26.97
16/10/2020,1.3,-0.7,-0.9,1,0,27.41
19/10/2020,2.5,-8,0,0,1.4,29.18
20/10/2020,1.6,-2,4.6,0.6,0.3,29.35
21/10/2020,3.7,-3.6,0.2,0.7,-1,28.65
22/10/2020,3.3,0.4,0,0.9,-0.7,28.11
23/10/2020,-1.3,-0.2,5.6,2.2,-0.05,27.55
26/10/2020,-4.1,1.1,0,1.5,-0.05,32.46
27/10/2020,-3.4,-1.7,5.7,0.7,0.2,33.35
02/11/2020,7.6,0.2,-1.4,-2.2,1.4,37.13
03/11/2020,5.5,-1.2,4.2,6.6,0.5,35.55
04/11/2020,-13.5,3.3,0,-1.1,-0.6,29.57
05/11/2020,-0.1,-17.5,-4.6,-0.5,-3.9,27.58
06/11/2020,5.6,-15.9,0.3,-4.3,-0.4,24.86
09/11/2020,10.4,-8.5,-4.7,-7.9,-0.2,25.75
10/11/2020,3.7,7,0,9.5,4.3,24.8
11/11/2020,1.7,3.1,-3.8,1.2,0.8,23.45
12/11/2020,-9.6,0.6,6.8,0.9,-1.2,25.35
13/11/2020,1.6,-2.1,0,-3.2,-0.4,23.1
16/11/2020,1,-5.3,0,1.3,0.1,22.45
17/11/2020,-4.9,-9,-1,1.9,-0.7,22.71
18/11/2020,1.2,0.2,4.6,-2.8,-1,23.84
19/11/2020,-4.1,1.7,-5.7,0,-0.1,23.11
20/11/2020,-0.5,4.4,-10.4,1.6,0.6,23.7
23/11/2020,3,1.1,1.2,-1.3,-1.7,22.66
24/11/2020,2.6,-1,21.8,0.3,1.1,21.64
25/11/2020,0.1,-2.7,0,-0.2,-0.2,21.25
26/11/2020,0,-1.4,-10.8,2.4,0.4,21.25
27/11/2020,-4.3,1.9,2.1,3.4,0.2,20.84
30/11/2020,0.2,-1.5,1.9,4.4,-1.2,20.57
01/12/2020,8.7,-1.1,-5.4,-2.2,0.7,20.77
02/12/2020,0.9,0.9,11.8,-0.5,0.5,21.17
03/12/2020,-3,2.7,2.8,-2.8,-2.3,21.28
04/12/2020,6.1,-0.8,-4.8,-1.3,-2.5,20.79
07/12/2020,-4.4,0.9,3.1,0.7,-1.35,21.3
08/12/2020,-0.4,-0.8,2.1,5,-1.35,20.68
09/12/2020,1.7,0,-7.2,0.3,0.2,22.27
10/12/2020,-2.9,-1.7,-0.3,-0.2,-0.63,22.52
11/12/2020,-1,-4.2,-1.3,0,-0.63,23.31
14/12/2020,-0.4,-0.8,-4.1,0,-0.63,24.72
15/12/2020,1.6,-0.6,0.1,-1.2,-2.4,22.89
16/12/2020,0.8,-3.4,4.5,-1.5,3.9,22.5
17/12/2020,1.6,-13.1,-3.6,-2.9,-2.6,21.93
18/12/2020,1.5,1.5,2.2,4.4,-1.9,21.57
