country,year,Government expenditure (% of GDP),Government revenue (% of GDP),Gross public debt (% of GDP),Interest on public debt (% of GDP),Primary balance (% of GDP),Primary expenditure (% of GDP),Real GDP growth rate (%),Real long-term bond yield (%)
Philippines,2014,16.831492571271,18.154655455496,40.299298211501,2.1533633965703,3.4765262807959,14.6781291747,6.3479864114042,1.6755196436591
Philippines,2015,17.786458406253,17.931535419239,39.687992351592,1.9631087109664,2.1081857239524,15.823349695287,6.3483045991546,4.8315371215607
Philippines,2016,19.011100470801,18.267023353892,37.37636527635,1.7803409932422,1.0362638763326,17.230759477559,7.1494606697247,4.1433218972766
Philippines,2017,19.457405486003,18.705840027672,38.130096479052,1.6275090898516,0.87594363152126,17.829896396151,6.9309933164312,2.8510420330415
Philippines,2018,20.913430288807,19.429765639608,37.147156030287,1.6526808557701,0.16901620657181,19.260749433037,6.3414900542205,2.1803217589748
Philippines,2019,21.720499832215,20.218405950249,36.972652335317,1.5700637443602,0.067969862394918,20.150436087854,6.1185176701126,2.767234655776
Philippines,2020,25.920111767028,20.375808404105,51.643607872847,1.8186846419842,-3.7256187209389,24.101427125044,-9.5183031552126,1.5713376068376
Philippines,2021,27.199619733889,20.96858420158,57.004625716155,1.8043167203212,-4.4267188119875,25.395303013567,5.7147281860562,1.1636197789967
Philippines,2022,25.886770906345,20.410761390212,57.388785214059,1.983281364086,-3.4927281520467,23.903489542259,7.5809912814841,1.4022418878605
Philippines,2023,24.65388977301,20.280780002345,56.47273661607,2.2705614495572,-2.1025483211081,22.383328323453,5.5458485990196,0.10407484458582
Romania,2005,32.301257155447,31.610842360035,15.905109740959,1.1912352250334,0.50082042962137,31.110021930413,4.6861407032118,-2.022690615886
Romania,2006,33.857165279993,32.497186099067,12.423584136659,0.79810341034874,-0.56187577057706,33.059061869644,8.0239731574685,0.67148587705436
Romania,2007,34.565228166621,31.51895823051,11.949157499417,0.72719396764461,-2.3190759684664,33.838034198977,7.1976858167161,2.3010040446334
Romania,2008,35.27139609058,30.666652341291,12.331554887367,0.69945498121091,-3.9052887680782,34.571941109369,9.4069567575034,-0.15496921855615
Romania,2009,36.31273940731,29.454633539175,21.774895346419,1.1420350261747,-5.7160708419603,35.170704381135,-5.5517840767157,4.1067466243625
Romania,2010,37.431503306367,31.210433206135,28.967385681843,1.3463837243583,-4.8746863758737,36.085119582008,-3.9129071339162,1.2452499775991
Romania,2011,34.980065677424,30.920643668045,32.346497371524,1.5127639779954,-2.5466580313836,33.467301699428,4.5171217419966,0.861580033
Romania,2012,33.467226016698,31.082315912583,35.371410148298,1.7238756756939,-0.66103442842045,31.743350341004,1.9249665304261,2.350910654233
Romania,2013,34.168655663586,31.729319165571,37.783122908397,1.7018129587435,-0.73752353927166,32.466842704842,0.26997005253541,0.26362097063711
Romania,2014,33.754543341857,31.772283168419,39.138366968845,1.5252008140411,-0.45705935939693,32.229342527816,4.1206672515519,1.1421068298602
Romania,2015,34.162993337296,32.816238465594,37.711558983899,1.3435281149575,-0.0032267567444393,32.819465222339,3.1604995181795,1.8683231139754
Romania,2016,31.812970428952,29.316404873074,37.834516040336,1.3314184213069,-1.1651471345711,30.481552007645,2.8575514536935,2.1906300061549
Romania,2017,31.018636259189,28.16250010082,35.26228902408,1.1888655918035,-1.6672705665662,29.829770667386,8.1965068046346,-0.75549731832503
Romania,2018,31.729295571744,28.989969670482,34.397022246607,1.3496066884307,-1.3897192128315,30.379688883314,6.029023522105,-2.379651084398
Romania,2019,33.310495565722,28.753925166896,35.054003846231,1.1424936597008,-3.4140767391253,32.168001906021,3.8531669700137,-2.2628543096355
Romania,2020,38.182739019131,28.618441572563,46.736071759842,1.3604583936921,-8.2038390528758,36.822280625439,-3.6775100574542,-0.048573125785033
